hadithnumber,text,book,hadith,arabicnumber
2775,,13,281,1168
2776,,13,282,1169
2777,,13,283,762.04
2778,,13,284,762.05
2779,,13,285,1170
2780,,14,1,1171.01
2781,,14,2,1171.02
2782,,14,3,1172.01
2783,,14,4,1172.02
2784,"Aïcha (رضي الله عنها) a dit : ""Dès l'arrivée de la dernière décade (du ramadan), le Prophète (paix et bénédiction de Dieu sur lui) passait les nuits en priant, éveillait ses femmes (pour rendre culte à Dieu, elles aussi), s'appliquait avec zèle aux pratiques cultuelles et s'abstenait de tout rapport charnel (avec ses femmes)",14,5,1172.03
2785,,14,6,1173.01
2786,,14,7,1173.02
2787,,14,8,1174
2788,,14,9,1175
2789,,14,10,1176.01
2790,,14,11,1176.02
2791,,15,1,1177.01
2792,"D'après Ibn 'Omar (رضي الله عنهما), un homme demanda à l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) : ""Que doit porter un homme en état d'ihrâm (sacralisation)?"". ""Ne portez pas, répondit l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui), ni les chemises, ni les turbans, ni les pantalons, ni les burnous, ni les chaussons. Si vous ne trouvez pas de sandales, vous pouvez porter les chaussons mais en les coupant de dessous les chevilles. Ne portez pas les vêtements teintés avec du safran ou du mémécycle",15,2,1177.02
2793,,15,3,1177.03
2794,,15,4,1178.01
2795,,15,5,1178.02
2796,,15,6,1178.03
2797,,15,7,1179
2798,,15,8,1180.01
2799,,15,9,1180.02
2800,,15,10,1180.03
2801,,15,11,1180.04
2802,"D'après Ya'lâ Ibn 'Umayya (que Dieu l'agrée) un homme, portant une tunique parfumée avec du khalûq (ou suivant une variante : teint en jaune) vint trouver le Prophète (paix et bénédiction de Dieu sur lui) qui se trouvait à Al-Ji'râna et lui dit : ""Que m'ordonnes-tu de faire pendant ma 'Umra?"". A ce moment, le Prophète (paix et bénédiction de Dieu sur lui) reçut la Révélation et on le couvrit d'un vêtement. Ya'lâ dit : Comme j'ai tellement souhaité voir le Prophète (paix et bénédiction de Dieu sur lui) au moment où il recevait la Révélation. - ""Voudrais-tu voir le Prophète (paix et bénédiction de Dieu sur lui) au moment de la Révélation?"". écarta alors le pan du vêtement et je vis le Prophète respirer bruyamment comme un jeune chameau. Une fois la Révélation terminée, il demanda : ""Où est l'homme qui m'interroge au sujet de la 'Umra? Débarrasses-toi des traces de la teinture jaune ou du parfum, ôte ta tunique et accomplis durant la 'Umra les mêmes rites que tu accomplis durant le Hajj"". Dates fixes pour le Hajj et la 'Umra",15,12,1180.05
2803,"Selon Ibn 'Abbâs (رضي الله عنهما), le Prophète (paix et bénédiction de Dieu sur lui) fixa le point de rencontre des pèlerins de Médine à Dhûl-Hulayfa; celui des pèlerins de la Syrie à Al-Juhfa; celui des pèlerins de Nedjd à Qarn Al-Manâzil; et celui des pèlerins du Yémen à Yalamlam. Puis il dit : ""Ce sont leurs points de rencontre et ceux des autres pèlerins voulant pratiquer le Hajj ou la 'Umra, même s'ils ne sont pas des autochtones. Quant à ceux qui habitent dans l'intervalle entre La Mecque et l'un des points de rencontre des pèlerins, qu'ils commencent l'état de l'ihrâm de chez eux. Quant aux habitants de La Mecque, qu'ils commencent l'état de l'ihrâm de chez eux",15,13,1181.01
2804,,15,14,1181.02
2805,,15,15,1182.01
2806,,15,16,1182.02
2807,"D'après Ibn 'Omar (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : le point de rencontre des pèlerins de Médine est Dhûl-Hulayfa; celui des Syriens est Al-Juhfa; celui des gens de Nedjd est Qarn. ajoute : J'ai appris que l'Envoyé de Dieu avait dit également : ""Le point de rencontre des pèlerins yéménites est Yalamlam"". La ""Talbiya"", son caractère et son temps",15,17,1182.03
2808,,15,19,1183.01
2809,,15,20,1183.02
2810,,0,0,
2811,,15,21,1184.01
2812,"D'après 'Abdoullâh Ibn 'Omar (رضي الله عنهما), la formule de la Talbiya que prononçait l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) était : ""Grand Dieu! Me voici répondre à Ton appel. Tu n'as pas d'associé, me voici répondre à Ton appel. La louange et les bienfaits T'appartiennent, ainsi que la Royauté, Tu n'as pas d'associé"". Les Médinois doivent porter leurs habits d'ihrâm à partir de la mosquée de ""Dhûl-Hulayfa",15,22,1184.02
2813,,15,23,1184.03
2814,,15,24,1184.04
2815,,15,25,1185
2816,,15,26,1186.01
2817,,15,27,1186.02
2818,,15,28,1187.01
2819,,15,29,1187.02
2820,,15,30,1187.03
2821,,15,31,1187.04
2822,,15,32,1187.05
2823,,15,33,1188
2824,,15,34,1189.01
2825,,15,35,1189.02
2826,,15,36,1189.03
2827,,15,37,1189.04
2828,,15,38,1189.05
2829,,15,39,1189.06
2830,,15,40,1189.07
2831,,15,41,1189.08
2832,,15,42,1190.01
2833,,15,43,1190.02
2834,,15,44,1190.03
2835,,15,45,1190.04
2836,,15,46,1190.05
2837,,15,47,1190.06
2838,,15,48,1190.07
2839,,15,49,1190.08
2840,,15,50,1190.09
2841,,15,51,1191
2842,,15,52,1192.01
2843,,15,53,1192.02
2844,,15,54,1192.03
2845,,15,55,1193.01
2846,,15,56,1193.02
2847,,15,57,1193.03
2848,"D'après Ibn 'Abbâs (رضي الله عنهما), As-Sa'b Ibn Jaththâma a offert (de la chair) d'un âne sauvage à l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui), qui était en état de sacralisation; mais celui-ci (paix et bénédiction de Dieu sur lui) l'a refusée en lui disant : ""Si je n'étais pas en état de sacralisation, je l'aurais acceptée",15,58,1194.01
2849,,15,59,1194.02
2850,,15,60,1195
2851,"Abou Qatâda (que Dieu l'agrée) a dit : Quand nous atteignîmes Al-Qâha avec le Prophète (paix et bénédiction de Dieu sur lui), certains d'entre nous étaient en état d'ihrâm et d'autres ne l'étaient pas. Je remarquai que mes compagnons se montraient quelque chose l'un à l'autre. J'aperçus alors un âne sauvage. Je harnachai mon cheval et je pris ma lance. Mon fouet étant tombé alors que je montai à cheval, je demandai à mes compagnons, qui étaient en ihrâm, de me le ramasser. Mais, ils me répliquèrent : ""Par Dieu! Nous ne t'aiderons aucunement à le chasser"". Sur ce, je descendis et ramassai mon fouet, puis pus attraper l'âne par derrière alors qu'il était caché derrière un tertre, je le frappai de ma lance et lui coupai les jarrets. Ensuite, je l'apportai à mes compagnons. Les uns dirent : ""Mangez-en""; et des autres dirent : ""N'en mangez pas"". J'allai donc joindre le Prophète (paix et bénédiction de Dieu sur lui) qui nous avait devancé et lui posai la question : ""Mangez-en, répondit-il, c'est licite"". Animaux à tuer en état de sacralisation et de non-sacralisation",15,61,1196.01
2852,,15,62,1196.02
2853,,15,63,1196.03
2854,,15,64,1196.04
2855,,15,65,1196.05
2856,,15,66,1196.06
2857,,15,67,1196.07
2858,,15,68,1196.08
2859,,15,69,1196.09
2860,,15,70,1197
2861,"Aïcha, la femme du Prophète (رضي الله عنها), a dit : J'ai entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire : ""Ces quatre nuisibles sont à tuer absolument même durant la sacralisation : le milan, le corbeau, la souris et le chien enragé",15,71,1198.01
2862,,15,72,1198.02
2863,,15,73,1198.03
2864,,15,74,1198.04
2865,,15,75,1198.05
2866,,15,76,1198.06
2867,,15,77,1198.07
2868,,15,78,1199.01
2869,"Selon 'Abdoullâh Ibn 'Omar (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Il n'y a aucun reproche à faire à celui qui tue l'un de ces cinq même au sein du sanctuaire (de La Mecque) et durant la sacralisation : la souris, le scorpion, le corbeau, le milan et le chien enragé"". Autorisation au pèlerin de se raser la tête s'il souffre d'une affection, et qu'il se rachète alors et la mesure de ce rachat",15,79,1200.01
2870,,15,80,1200.02
2871,,15,81,1200.03
2872,,15,82,1199.02
2873,,15,83,1199.03
2874,,15,84,1199.04
2875,,15,85,1199.05
2876,,15,86,1199.06
2877,,15,87,1201.01
2878,,15,88,1201.02
2879,,15,89,1201.03
2880,,15,90,1201.04
2881,,15,91,1201.05
2882,,15,92,1201.06
2883,,15,93,1201.07
2884,,15,94,1201.08
2885,,15,95,1202
2886,,15,96,1203
2887,,15,97,1204.01
2888,,15,98,1204.02
2889,,15,99,1205.01
2890,,15,100,1205.02
2891,,15,101,1206.01
2892,,0,0,
2893,,0,0,
2894,,15,103,1206.04
2895,,15,104,1206.05
2896,,15,105,1206.06
2897,,15,106,1206.07
2898,,15,107,1206.08
2899,,15,108,1206.09
2900,,15,109,1206.10
2901,,15,110,1206.11
2902,"Aïcha (رضي الله عنها) a dit : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) entra chez Dubâ'a bint Az-Zubayr et lui dit : ""Tu as voulu accomplir le Hajj!"". Elle lui répondit : ""Par Dieu! J'éprouve une certaine douleur"". Il lui dit : ""Accomplis le Hajj en fixant une condition. Dis : Grand Dieu! Mon lieu de désacralisation sera là où Tu me retiendras (d'atteindre la Maison Sacrée)"". Dubâ'a était la femme d'Al-Miqdâd. Différents lieux fixes d'ihrâm et possibilité de faire le Hajj uniquement, ou de jouir d'une vie normale entre la 'Umra et le Hajj, ou de joindre le Hajj à la 'Umra et le moment de la désacralisation du pèlerin de ses rites",15,111,1207.01
2903,,15,112,1207.02
2904,,15,113,1207.03
2905,,15,114,1208.01
2906,,15,115,1208.02
2907,,15,116,1208.03
2908,,15,117,1209
2909,,15,118,1210
2910,"Aïcha (رضي الله عنها) a dit : Nous accompagnâmes le Prophète (paix et bénédiction de Dieu sur lui) au cours de son Hajj d'adieu et nous fîmes la Talbiya pour la 'Umra. L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dit : ""Que celui qui a une offrande fasse à la fois la Talbiya pour le Hajj et la 'Umra, et qu'il ne quitte pas l'état d'ihrâm que quand il eut accompli leurs rites"". 'Aïcha poursuivit : Quand je suis arrivée à La Mecque, j'avais mes menstrues. Je n'ai donc pas fais les tournées rituelles autour de la Maison Sacrée ni le parcours entre As-Safâ et Al-Marwa. Comme je plaignis de cela au Prophète (paix et bénédiction de Dieu sur lui), il me dit : ""Dénoue tes cheveux et peigne-les, fais la Talbiya pour le Hajj et laisse la 'Umra (pour le moment)"". Je suivis ses conseils. Quand nous accomplissâmes le Hajj, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) m'envoya à At-Tan'îm en compagnie de (mon frère) 'Abdourrahmân Ibn 'Abî Bakr et là, j'accomplis les rites de la 'Umra. Le Prophète me dit : ""C'est de cet endroit que commence ta 'Umra"". 'Aïcha ajouta : ""Ceux qui avaient fait la Talbiya pour la 'Umra, firent les tournées rituelles autour de la Maison Sacrée et le parcours entre As-Safâ et Al-Marwa, puis ils se désacralisèrent. Ensuite ils firent une seconde fois les tournées rituelles à leur retour de Mina pour leur Hajj. Quant à ceux qui avaient joint le Hajj à la 'Umra, ils n'accomplirent les tournées rituelles qu'une seule fois",15,119,1211.01
2911,,15,120,1211.02
2912,,15,121,1211.03
2913,,15,122,1211.04
2914,,15,123,1211.05
2915,,15,124,1211.06
2916,,15,125,1211.07
2917,,15,126,1211.08
2918,,15,127,1211.09
2919,,15,128,1211.10
2920,,15,129,1211.11
2921,,15,130,1211.12
2922,,15,131,1211.13
2923,,15,132,1211.14
2924,,15,133,1211.15
2925,,15,134,1211.16
2926,,15,135,1211.17
2927,,15,136,1211.18
2928,,15,137,1211.19
2929,,15,138,1211.20
2930,,15,139,1211.21
2931,,15,140,1211.22
2932,,15,141,1211.23
2933,,15,142,1211.24
2934,,15,143,1211.25
2935,,15,144,1211.26
2936,,15,145,1212
2937,,15,146,1213.01
2938,,15,147,1213.02
2939,,15,148,1213.03
2940,,15,149,1213.04
2941,,15,150,1214
2942,,15,151,1215
2943,,15,152,1216.01
2944,,15,153,1216.02
2945,,15,154,1216.03
2946,,15,155,1216.04
2947,,15,156,1217.01
2948,,15,157,1217.02
2949,,15,158,1216.05
2950,,15,160,1218.02
2951,,15,159,1218.01
2952,,15,161,1218.03
2953,,15,162,1218.04
2954,"Aïcha (رضي الله عنها) a dit : Les Qoraychites et tous ceux qui suivaient leur religion, faisaient halte à Al-Muzdalifa et on les appelait ""Al-Hums"" (les forcenés, parce qu'ils s'attachaient enfièvrement à leur religion), tandis que tous les autres Arabes faisaient station à A l'avènement de l'Islam, Dieu -à Lui la puissance et la gloire- ordonna à Son Prophète (paix et bénédiction de Dieu sur lui) de faire station à puis d'en déferler, et ce conformément à cette parole divine : Ensuite, déferlez par où les gens déferlèrent",15,163,1219.01
2955,,15,164,1219.02
2956,"Jubayr Ibn Mut'im (que Dieu l'agrée) a dit : L'un de mes chameaux s'égara; j'allai donc à sa recherche le jour de Je vis alors le Prophète (paix et bénédiction de Dieu sur lui) debout parmi les gens à 'Arafa. Je dis : ""Par Dieu, c'est un des Hums. Que fait-il donc là?"". Les Qoraychites faisaient partie des ""Hums"". Abrogation de la désacralisation et ordre de compléter les rites",15,165,1220
2957,"Abou Moûsa (que Dieu l'agrée) a dit : Je vins trouver le Prophète (paix et bénédiction de Dieu sur lui) à Al-Bathâ' où il faisait escale. Il me demanda : ""As-tu accompli le Hajj?"". - ""Oui"", lui répondis-je. - ""Avec quelle intention avez-vous entamé ta sacralisation ('ifrâd, Qirân ou Tamattu')?"", reprit-il. Je lui dis : ""J'ai formulé l'intention de l'accomplir exactement comme le Prophète l'avait accompli"". - ""C'est bien, répliqua-t-il, accomplis les tournées rituelles autour de la Ka'ba, puis fais le parcours entre As-Safâ et Al-Marwa et quitte ensuite l'état de sacralisation"". Abou Moûsa ajouta : Je fis les tournées rituelles autour de la Ka'ba, puis je fis le parcours entre As-Safâ et Al-Marwa enfin je me rendis chez une femme des Banû Qays pour m'épouiller la tête, puis je fis la Talbiya pour le Hajj. J'ai conseillé cela aux gens jusqu'au califat de lorsqu'un homme me dit : ""Ô Abou Moûsa! - ou Ô 'Abdoullâh Ibn Qays - Arrêtes certains de tes conseils, car tu ne sais pas ce que l'émir des Croyants a innové après toi au sujet de ces rites du Hajj et de la 'Umra"". Abou Moûsa s'adressa alors aux fidèles en disant : ""Ô gens! Que celui à qui j'ai donné conseil, se patiente et ne le suit pas car l'émir des Croyants vous viendra bientôt. Suivez donc sa sentence"". Lorsque (que Dieu l'agrée) arriva, je lui racontai le fait et il me répondit : ""Quant au Livre de Dieu (le Coran), il nous ordonne d'accomplir intégralement les rites. Et si nous mettons la Sunna en pratique, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) ne quitta pas l'état de sacralisation avant que l'animal du sacrifice n'ait atteint son lieu d'immolation",15,166,1221.01
2958,,15,167,1221.02
2959,,15,168,1221.03
2960,,15,169,1221.04
2961,,15,170,1222
2962,,15,171,1223.01
2963,,15,172,1223.02
2964,,15,173,1223.03
2965,,15,174,1224.01
2966,,15,175,1224.02
2967,,15,176,1224.03
2968,,15,177,1224.04
2969,,15,178,1225.01
2970,,15,179,1225.02
2971,,15,180,1225.03
2972,,15,181,1226.01
2973,,15,182,1226.02
2974,,15,183,1226.03
2975,,15,184,1226.04
2976,,15,185,1226.05
2977,,15,186,1226.06
2978,,0,0,
2979,,0,0,
2980,,15,188,1226.09
2981,,15,189,1226.10
2982,,15,190,1227
2983,,15,191,1228
2984,"Hafsa, la femme du Prophète, (رضي الله عنها) dit : ""Ô Envoyé de Dieu, pourquoi les fidèles ont-ils quitté l'état d'ihrâm, alors que tu ne l'as pas encore quitté"". - ""Je me suis gominé les cheveux, répondit-il; et j'ai mis une guirlande au cou de mon offrande, je ne quitterai donc l'ihrâm qu'après son immolation"". Permission de désacraliser par empêchement et d'unir le Hajj et la 'Umra",15,192,1229.01
2985,,15,193,1229.02
2986,,15,194,1229.03
2987,,15,195,1229.04
2988,,15,196,1229.05
2989,"D'après Nâfi', 'Abdoullâh Ibn 'Omar (رضي الله عنهما), s'étant rendu à La Mecque pour accomplir la 'Umra au moment des troubles, a dit : ""Si on m'empêche d'arriver à la Maison, je ferai comme nous avons fait avec l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui)"". Il fit donc l'ihrâm pour la 'Umra. Et quand il fut près de Al-Baydâ', il se tourna vers ses compagnons en disant : ""Les deux (le Hajj et la 'Umra) découlent de la même commande. Je vous prends donc pour témoins que j'ai l'intention d'accomplir le Hajj avec la 'Umra"". Puis, il partit. Arrivé à La Mecque, il fit sept tournées autour de la Maison et sept fois le parcours entre As-Safâ et Al-Marwa, sans rien ajouter (il fit à une seule reprise les sept tournées autour de la Maison et les sept parcours entre les deux monts pour s'acquitter des rites du Hajj et de la 'Umra à la fois, au lieu de les faire double), et crut que cela est suffisant. Puis, il immola son offrande. Le Hajj et la 'Umra peuvent être accomplis séparément ou réunis",15,197,1230.01
2990,,15,198,1230.02
2991,,15,199,1230.03
2992,,15,200,1230.04
2993,,15,201,1230.05
2994,,15,202,1231
2995,,15,203,1232.01
2996,,15,204,1232.02
2997,,15,205,1233.01
2998,,15,206,1233.02
2999,"Ibn 'Omar (رضي الله عنهما) a dit : ""Arrivé à La Mecque, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit sept fois les tournées rituelles autour de la Maison, pria deux rak'a derrière la Station d'Abraham ('Ibrâhîm) et fit sept fois le parcours entre As-Safâ et Al-Marwa. En effet, vous avez dans l'Envoyé de Dieu un excellent modèle à suivre"". Ce que doit faire l'homme en état d'ihrâm, comme tournées rituelles et parcours quand il arrive à La Mecque",15,207,1234.01
3000,,15,208,1234.02
3001,,15,209,1235
3002,,15,210,1236.01
3003,,15,211,1236.02
3004,"Abdoullah, l'affranchi de Asma bint 'Abî Bakr, rapporte qu'il entendait Asma dire chaque fois qu'elle passait par à Al-Hajuwn : ""Que la paix et la bénédiction de Dieu soient sur Son Prophète! Nous avons fait escale ici avec lui. Ce jour-là, nous avions peu de bagages, peu de montures et peu de provisions. Ma sœur, Az-Zubayr, un tel, un tel et moi, nous avons fait la Talbiya pour la 'Umra. Ayant terminé les rites de celle-ci, nous avons quitté l'ihrâm, puis le soir nous avons fait la Talbiya pour le Hajj"". Jouissance d'une vie normale entre la 'Umra et le Hajj du type Tamattu",15,212,1237
3005,,15,213,1238.01
3006,,15,214,1238.02
3007,"Récit rapporté d'après Ibn 'Abbâs (رضي الله عنهما) : Le Prophète (paix et bénédiction de Dieu sur lui) fit la Talbiya pour la 'Umra et ses compagnons la firent pour le Hajj. Ni le Prophète (paix et bénédiction de Dieu sur lui), ni ceux qui avaient amené des animaux à sacrifier parmi ses compagnons ne quittèrent l'ihrâm. Tandis que les autres compagnons le quittèrent. Talha Ibn 'Oubaydillâh fut parmi ceux qui avaient amené des animaux à sacrifier, ainsi n'avait-il pas quitté l'ihrâm. Permission d'accomplir la 'Umra durant les mois du Hajj",15,215,1239.01
3008,,15,216,1239.02
3009,"Ibn 'Abbâs (رضي الله عنهما) a dit : (Avant l'Islam), on estimait que l'accomplissement de la 'Umra pendant les mois consacrés au Hajj était la plus grande ignominie sur terre; on appelait muharram (premier mois du calendrier islamique) safar (second mois du même calendrier) et on disait : ""Lorsque les plaies du dos du chameau guérissent, qu'il n'en reste plus de traces et que safar se termine, alors l'accomplissement de la 'Umra devient licite à ceux qui le désirent"". Le Prophète (paix et bénédiction de Dieu sur lui) et ses compagnons arrivèrent dans la matinée du quatrième jour (de dhûl-hijja) en faisant la Talbiya pour le Hajj. Le Prophète leur ordonna de transformer la Talbiya en la faisant pour la 'Umra, ce qui les contraria. Ils dirent alors : ""Ô Envoyé de Dieu! Jusqu'à quel degré faut-il quitter l'ihrâm?"". - ""Il faut le quitter complètement"", répondit-il. Mettre une guirlande à la bête du sacrifice et lui faire un saignée lors de l'ihrâm",15,217,1240.01
3010,,15,218,1240.02
3011,,15,219,1240.03
3012,,15,220,1240.04
3013,,15,221,1240.05
3014,,15,222,1241
3015,,15,223,1242
3016,"D'après Ibn 'Abbâs (رضي الله عنهما), L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit la prière de zhuhr (de midi) à Dhûl-Hulayfa, puis ordonna qu'on lui amène une chamelle. Il lui fit une saignée sur le côté droit de sa bosse, essuya le sang et lui mit une guirlande autour du cou. Il enfourcha ensuite sa monture et partit. Lorsque celle-ci l'amena près de Al-Baydâ', il fit la Talbiya pour le Hajj. Raccourcissement des cheveux dans la 'Umra",15,224,1243.01
3017,,15,225,1243.02
3018,,15,226,1244.01
3019,,15,227,1244.02
3020,,15,228,1245
3021,,15,229,1246.01
3022,,15,230,1246.02
3023,,0,0,
3024,,15,232,1248
3025,,15,233,1249
3026,,15,234,1250.01
3027,,15,235,1250.02
3028,,0,0,
3029,,0,0,
3030,,15,237,1252.01
3031,,15,238,1252.02
3032,,15,239,1252.03
3033,"Selon Anas (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit quatre fois la 'Umra, toutes au cours du mois de dhûl-qi'da, à l'exception de celle qu'il fit conjointement avec son Hajj. Elles sont comme suit : la 'Umra d'Al-Hudaybiya ou accomplie à l'époque d'Al-Hudaybiya au mois de dhûl-qi'da; celle de l'année suivante durant le mois de dhûl-qi'da; celle de Al-Ji'râna, lors du partage du butin, provenant de Hunayn; et celle accomplie avec son seul Hajj",15,240,1253.01
3034,,15,241,1253.02
3035,"Abou 'Ishâq a dit : Je demandai à Zayd Ibn Arqam : ""A combien d'expéditions as-tu participé avec l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui)?"". - ""A dix-sept"", répondit-il. Zayd Ibn Arqam m'a raconté que l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit dix-neuf expéditions militaires et qu'après l'hégire il accomplit une seule fois le Hajj, celui d'adieu",15,242,1254
3036,"Urwa Ibn Az-Zubayr a dit : Ibn 'Omar et moi étions assis adossés à la chambre de 'Aïcha alors que nous entendîmes le bruit qu'elle faisait, en se nettoyant les dents à l'aide du siwâk. Ayant interrogé Abou 'Abdourrahmân pour savoir si l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) avait accompli la 'Umra au cours du mois de rajab. Il répondit : ""Oui"". Je dis à 'Aïcha : ""Ô mère, n'entends-tu pas ce que Abou 'Abdourrahmân est en train de dire?"".- ""Et qu'est-ce-qu'il dit?"", demanda-t-elle. - ""Il dit, repris-je, que l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) avait accompli une 'Umra au mois de rajab"". - ""Que Dieu fasse miséricorde à Abou 'Abd Ar-Rahman, dit 'Aïcha; je le jure! Le Prophète n'a jamais accompli de 'Umra pendant le mois de rajab et n'a jamais accompli une 'Umra sans qu'il (Abou 'Abdourrahmân) l'accompagne"". Il ajouta : ""Alors, Ibn 'Omar entendait sans affirmer ni contester, mais en gardant le silence"". Mérite de la 'Umra au mois du ramadan",15,243,1255.01
3037,,15,244,1255.02
3038,"Atâ' rapporte d'après Ibn 'Abbâs que l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dit à une femme des 'Ansâr -dont Ibn 'Abbâs a mentionné le nom que j'avais oublié- ""Qu'est ce qui t'a empêché d'accomplir le Hajj avec nous?"". - ""Nous n'avions, répondit-elle, que deux chamelles pour transporter l'eau"". Son mari et son fils enfourchèrent une pour aller au Hajj et leur laissèrent l'autre pour transporter l'eau. - ""Eh bien!, reprit le Prophète, quand viendra le mois du ramadan, accomplis la 'Umra; car au cours du ramadan celle-ci équivaut à un Hajj"". Recommandation d'emprunter le défilé le plus élevé pour entrer à La Mecque et le défilé le plus bas pour en sortir",0,0,
3039,,0,0,
3040,"D'après Ibn 'Omar (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) sortait (de Médine) par le chemin d'Ach-Chajara et y rentrait par celui d' Al-Mu'arras; et il entrait à La Mecque par le défilé le plus élevé; et en sortait par le défilé le plus bas",15,246,1257.01
3041,,15,247,1257.02
3042,,15,248,1258.01
3043,,15,249,1258.02
3044,,15,250,1259.01
3045,,15,251,1259.02
3046,,15,252,1259.03
3047,"D'après 'Abdoullâh Ibn 'Omar (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) fit face aux deux buttes de la montagne qui se trouvaient entre lui et la haute montagne vers la direction de la Ka'ba; en faisant en sorte que le côté gauche de la mosquée qui a été construite à l'extrémité de la colline et l'oratoire de l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) soient en contre bas de la butte noire. Quand il pria là, il s'écarta de la butte de dix coudées approximativement et prit pour Qibla les deux buttes de la haute montagne qui se trouve entre toi et la Ka'ba. Recommandation de marcher à pas accélérés lors des tournées rituelles, de la 'Umra et lors des premières tournées au Hajj",15,253,1260
3048,"D'après Ibn 'Omar (رضي الله عنهما), quand l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) faisait les premières tournées rituelles autour de la Maison, il trottait pendant les trois premières et marchait pendant les quatre autres. Il courait également au coeur de la vallée quand il faisait le parcours entre As-Safâ et Al-Marwa",15,254,1261.01
3049,,15,255,1261.02
3050,,15,256,1261.03
3051,,15,257,1262.01
3052,,15,258,1262.02
3053,,15,259,1263.01
3054,,15,260,1263.02
3055,"Ibn Tufayl a interrogé Ibn 'Abbâs, en disant : ""Est-ce que la marche rapide pendant les trois premières tournées rituelles autour de la Maison, et la marche normale pendant les quatre autres sont une Sunna? Car, ta tribu prétend que c'est de la Sunna"". Il répondit : ""Ils ont dit vrai et ils ont menti"". Je répliquai : ""Comment cela, ils sont véridiques et menteurs à la fois?"". Ibn 'Abbâs dit : Quand l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) vint à La Mecque (avec ses compagnons), les polythéistes qui l'enviaient, dirent alors : ""Muhammad et ses compagnons ne peuvent pas faire les tournées rituelles autour de la Maison, à cause de leur faiblesse"". Alors, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) ordonna à ses compagnons de marcher à pas rapides pendant les trois premières tournées, puis de marcher à allure normale pendant les quatre autres"". Je lui demandai de m'informer si le parcours entre As-Safâ et Al-Marwa en monture était-il une Sunna; tant que sa tribu prétendait qu'il l'était. Il répondit : ""Ils ont dit vrai et ils ont menti"". Je répliquai : ""Comment cela, ils sont véridiques et menteurs à la fois?"". Il (Ibn 'Abbâs) dit alors : ""L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) (étant venu à La Mecque), vit d'énormes foules l'entourèrent en disant : Voilà Muhammad! Voilà Muhammad!, même les vierges sortirent de chez elles (pour jeter un coup d'œil sur lui). Comme l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) était doux avec les gens, ceux-ci ne s'écartaient pas pour lui faire chemin. N'arrivant plus à marcher, il enfourcha sa monture. Mais, c'est préférable de marcher et de parcourir ce trajet"". Recommandation de toucher les deux coins yéménites lors des tournées rituelles",15,261,1264.01
3056,,15,262,1264.02
3057,,15,263,1264.03
3058,,15,264,1265
3059,,15,265,1266.01
3060,,15,266,1266.02
3061,,15,267,1267.01
3062,"Abdoullâh Ibn 'Omar (رضي الله عنهما) a dit : ""Je n'ai jamais vu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) toucher autre chose dans la Maison que les deux coins yéménites"". Recommandation d'embrasser la Pierre noire lors des tournées rituelles",15,268,1267.02
3063,,15,269,1267.03
3064,,15,270,1268.01
3065,,15,271,1268.02
3066,,15,272,1269
3067,,15,273,1270.01
3068,,15,274,1270.02
3069,,15,275,1270.03
3070,"Omar Ibn Al-Khattâb embrassa la Pierre noire, en disant : ""Par Dieu! Je sais bien que tu n'es qu'une pierre. Et si je n'avais pas vu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) t'embrasser, je ne t'aurais jamais embrassée"". Permission de faire les tournées, de monter sur un chameau et de toucher la Pierre avec une canne",15,276,1270.04
3071,,15,277,1271.01
3072,,15,278,1271.02
